ID,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
4024,The Time Machine,2002,6,"121,826","Action, Adventure, Sci0Fi",96,Film,PG013,0,None,Mild,Mild,None,Mild
4025,Perfect,1985,4.6,"5,077","Drama, Romance",115,Film,R,0,Mild,None,Moderate,Mild,None
4026,Il commissario Montalbano,1985,8.3,"3,485","Crime, Drama, Mystery",95,Series,TV014,37,Moderate,No Rate,Moderate,Moderate,Severe
4027,Only the Brave,2017,7.6,"63,918","Action, Biography, Drama",134,Film,PG013,0,Mild,Mild,Moderate,Mild,Moderate
4028,Margin Call,2011,7.1,"122,482","Drama, Thriller",107,Film,R,0,None,None,Severe,Mild,None
4029,The Thundermans,2011,5.8,"4,255","Action, Comedy, Drama",23,Series,TV0G,98,None,Mild,None,None,Mild
4030,Star Trek II: The Wrath of Khan,1982,7.7,"116,792","Action, Adventure, Sci0Fi",113,Film,PG,0,None,Moderate,Mild,Mild,Moderate
4031,The General's Daughter,1999,6.4,"56,455","Crime, Drama, Mystery",116,Film,R,0,Severe,Severe,Moderate,Mild,Severe
4032,Philadelphia,1993,7.7,"232,616",Drama,125,Film,PG013,0,Mild,None,Moderate,Mild,Mild
4033,Slender Man,2018,3.2,"31,629","Horror, Mystery, Thriller",93,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
4034,Ghost Rider: Spirit of Vengeance,2011,4.3,"115,071","Action, Fantasy, Thriller",96,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
4035,Gypsy,2017,6.8,"15,367","Drama, Thriller",51,Series,TV0MA,10,Moderate,Mild,Mild,Moderate,None
4036,Dead Silence,2007,6.2,"90,723","Horror, Mystery, Thriller",89,Film,R,0,None,Moderate,Mild,Mild,Severe
4037,Rudy,1993,7.5,"60,323","Biography, Drama, Sport",114,Film,PG,0,None,Mild,Moderate,Mild,Mild
4038,A Fish Called Wanda,1988,7.5,"137,094","Comedy, Crime",108,Film,R,0,Moderate,Mild,Moderate,Mild,None
4039,Lord of War,2005,7.6,"303,622","Action, Crime, Drama",122,Film,R,0,Moderate,Severe,Severe,Severe,Moderate
4040,Mask,1985,7.2,"27,569","Biography, Drama",120,Film,PG013,0,Mild,Mild,Moderate,Moderate,Moderate
4041,Alex Rider,1985,7.6,"10,190","Action, Adventure, Drama",45,Series,TV014,10,Mild,Mild,Mild,Mild,Moderate
4042,The Quick and the Dead,1995,6.4,"89,706","Action, Romance, Thriller",107,Film,R,0,Mild,Severe,Mild,Mild,Moderate
4043,Never Been Kissed,1999,6.1,"86,966","Comedy, Drama, Romance",107,Film,PG013,0,Mild,None,Mild,Mild,None
4044,Miss Congeniality,2000,6.3,"197,452","Action, Comedy, Crime",109,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
4045,From Hell,2001,6.8,"150,921","Horror, Mystery, Thriller",122,Film,R,0,Severe,Severe,Moderate,Moderate,Severe
4046,The Poughkeepsie Tapes,2007,6,"17,759","Horror, Mystery, Thriller",81,Film,R,0,Severe,Severe,Mild,None,Severe
4047,Big Love,2007,7.6,"20,898",Drama,60,Series,TV0MA,53,Moderate,Moderate,Moderate,Mild,Moderate
4048,Belle,2013,7.3,"29,490","Biography, Drama, Romance",100,Film,PG,0,None,Mild,Mild,Mild,Mild
4049,Sliders,2013,7.4,"17,567","Adventure, Fantasy, Sci0Fi",60,Series,TV0PG,87,None,Mild,Mild,Mild,Mild
4050,The Beverly Hillbillies,1993,5,"18,032","Comedy, Family",92,Film,PG,0,Mild,Mild,Mild,Mild,Mild
4051,Boxing Day,2021,No Rate,No Votes,"Comedy, Romance",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4052,Mike & Molly,2021,6.4,"24,086",Comedy,30,Series,TV014,127,Moderate,None,Moderate,Moderate,None
4053,Hot in Cleveland,2021,7.3,"12,945",Comedy,30,Series,TV0PG,129,Moderate,No Rate,Mild,Moderate,None
4054,Melissa & Joey,2021,7,"18,234","Comedy, Romance",30,Series,TV014,104,Mild,None,Mild,Mild,None
4055,Designing Women,2021,7.1,"5,249",Comedy,30,Series,TV0PG,163,No Rate,No Rate,No Rate,No Rate,No Rate
4056,"Yes, God, Yes",2019,6.1,"13,074","Comedy, Drama",78,Film,R,0,Moderate,None,Mild,Mild,None
4057,Qismat 2,2021,7.5,714,"Drama, Romance",155,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4058,'Allo 'Allo!,2021,8.3,"24,463","Comedy, History, War",45,Series,None,85,No Rate,No Rate,No Rate,No Rate,No Rate
4059,Monsterland,2021,5.6,"2,503","Drama, Fantasy, Horror",50,Series,TV0MA,8,Mild,Severe,Severe,No Rate,Severe
4060,Wander,2020,4.9,"8,064",Thriller,94,Film,R,0,None,Mild,None,Mild,Moderate
4061,L'amica geniale,2020,8.6,"11,537",Drama,60,Series,TV0MA,20,Moderate,Moderate,Mild,Mild,Moderate
4062,Whiskey Cavalier,2019,7.1,"9,126","Action, Adventure, Comedy",None,Series,TV014,13,Mild,Severe,Severe,Severe,Severe
4063,The Professor and the Madman,2019,7.3,"40,879","Biography, Drama",124,Film,Not Rated,0,None,Moderate,None,None,Mild
4064,Land,2021,6.6,"5,742","Adventure, Drama",89,Film,PG013,0,Mild,Mild,Mild,None,Mild
4065,Majo no takkyÃ»bin,1989,7.9,"133,758","Animation, Adventure, Drama",103,Film,G,0,None,None,None,None,None
4066,Alice Through the Looking Glass,2016,6.2,"100,442","Adventure, Family, Fantasy",113,Film,PG,0,None,Mild,None,None,Mild
4067,Flatliners,1990,6.6,"83,704","Drama, Horror, Sci0Fi",115,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
4068,Pitch Black,2000,7.1,"231,880","Action, Horror, Sci0Fi",109,Film,R,0,None,Moderate,Moderate,Mild,Severe
4069,Devil,2010,6.2,"140,079","Horror, Mystery, Thriller",80,Film,PG013,0,Mild,Moderate,Mild,Mild,Severe
4070,The Last Detective,2010,7.7,"1,345","Comedy, Crime, Drama",90,Series,None,17,No Rate,No Rate,No Rate,No Rate,No Rate
4071,Friends: The Reunion,2021,8.1,"52,354","Documentary, Biography, Comedy",104,Film,TV014,0,None,None,Mild,None,None
4072,R.I.P.D.,2013,5.6,"124,870","Action, Adventure, Comedy",96,Film,PG013,0,Mild,Moderate,Moderate,Mild,Mild
4073,The Hangover Part III,2013,5.8,"303,010","Comedy, Crime",100,Film,R,0,Moderate,Moderate,Severe,Moderate,Moderate
4074,Deadly Class,2013,7.6,"15,628","Action, Adventure, Comedy",60,Series,TV0MA,10,Moderate,Severe,Severe,Severe,Moderate
4075,Body Heat,1981,7.4,"33,458","Crime, Drama, Romance",113,Film,R,0,Moderate,Mild,Mild,Mild,Mild
4076,Wild at Heart,1990,7.2,"89,151","Comedy, Crime, Drama",125,Film,R,0,Severe,Severe,Severe,Moderate,Severe
4077,The Darkest Hour,2011,4.9,"59,878","Action, Adventure, Horror",89,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
4078,Sex Drive,2008,6.5,"86,059","Comedy, Romance",109,Film,R,0,Severe,Mild,Severe,Moderate,Mild
4079,Wu Assassins,2019,6.4,"11,167","Action, Crime, Drama",44,Series,TV0MA,10,None,Moderate,Moderate,Mild,Mild
4080,Hellraiser III: Hell on Earth,1992,5.5,"29,195",Horror,97,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
4081,Teen Titans,1992,7.9,"29,072","Animation, Action, Adventure",30,Series,TV0Y70FV,66,None,Mild,None,None,Mild
4082,Broad City,1992,8.4,"28,943",Comedy,22,Series,TV014,50,Moderate,None,Moderate,Severe,Mild
4083,Disenchanted,2022,No Rate,No Votes,"Animation, Adventure, Comedy",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4084,Mike and Dave Need Wedding Dates,2016,6,"86,157","Comedy, Romance",98,Film,R,0,Moderate,Mild,Severe,Moderate,None
4085,The Hunchback of Notre Dame,1996,7,"148,870","Animation, Drama, Family",91,Film,G,0,Mild,Moderate,Mild,Mild,Moderate
4086,Enemy at the Gates,2001,7.6,"252,026","Drama, History, War",131,Film,R,0,Moderate,Severe,Mild,Mild,Moderate
4087,Accepted,2006,6.4,"128,887",Comedy,93,Film,PG013,0,Mild,Mild,Moderate,Mild,None
4088,McMafia,2006,7.7,"14,696","Crime, Drama, Thriller",60,Series,TV014,9,Mild,Moderate,Moderate,Mild,Moderate
4089,The Exorcism of Emily Rose,2005,6.7,"124,490","Drama, Horror, Thriller",119,Film,PG013,0,None,Moderate,Mild,Mild,Severe
4090,The Awakening,2011,6.5,"65,122","Horror, Thriller",102,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
4091,Clerks,1994,7.7,"216,743",Comedy,92,Film,R,0,Moderate,Mild,Severe,Moderate,None
4092,Bad Boys II,2003,6.6,"240,418","Action, Comedy, Crime",147,Film,R,0,Moderate,Severe,Severe,Moderate,Moderate
4093,The Croods: Family Tree,2003,7.3,107,"Animation, Short, Adventure",11,Series,TV0Y7,6,No Rate,No Rate,No Rate,No Rate,No Rate
4094,Black Sunday,1977,6.8,"7,515","Adventure, Crime, Drama",143,Film,R,0,None,Severe,Mild,Mild,Moderate
4095,IO,2019,4.7,"32,827","Adventure, Drama, Sci0Fi",96,Film,TV014,0,Mild,None,Mild,None,Mild
4096,Deadpool 3,2019,No Rate,No Votes,"Action, Comedy, Sci0Fi",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4097,Rescue Me,2019,8.3,"25,738","Comedy, Drama",60,Series,TV0MA,95,Severe,Moderate,Severe,Severe,Severe
4098,The Bridge,2019,7.6,"18,528","Crime, Drama, Mystery",43,Series,TV0MA,26,Mild,Severe,Moderate,Moderate,Moderate
4099,The Bourne Ultimatum,2007,8,"617,345","Action, Adventure, Mystery",115,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
4100,Romy and Michele's High School Reunion,1997,6.2,"44,930",Comedy,92,Film,R,0,Mild,None,Mild,Mild,None
4101,While You Were Sleeping,1995,6.7,"96,463","Comedy, Drama, Romance",103,Film,PG,0,Mild,None,Mild,Mild,None
4102,The Newsreader,1995,7.6,634,Drama,None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
4103,Every Which Way but Loose,1978,6.3,"26,080","Action, Comedy",114,Film,PG,0,Moderate,Mild,Moderate,Moderate,Mild
4104,Macbeth,2015,6.6,"54,784","Drama, History, War",113,Film,R,0,Mild,Severe,None,Mild,Moderate
4105,Tumbbad,2018,8.3,"37,344","Drama, Fantasy, Horror",104,Film,Not Rated,0,Mild,Moderate,Mild,Mild,Moderate
4106,Alone in the Dark,1982,6.1,"5,378","Horror, Thriller",92,Film,R,0,Moderate,Moderate,Mild,None,Moderate
4107,Westworld,1973,7,"55,319","Action, Sci0Fi, Thriller",88,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
4108,In the Cut,2003,5.3,"23,076","Mystery, Thriller",119,Film,R,0,Severe,Severe,Severe,Mild,Severe
4109,Keeping Faith,2003,7.1,"4,636","Drama, Mystery, Thriller",60,Series,Not Rated,20,No Rate,No Rate,No Rate,No Rate,No Rate
4110,L.A. Law,2003,7,"5,264",Drama,46,Series,TV0PG,171,Moderate,No Rate,Moderate,Moderate,No Rate
4111,Escape Plan,2013,6.7,"235,362","Action, Thriller",115,Film,R,0,None,Severe,Severe,Mild,Mild
4112,Sleeping with the Enemy,1991,6.3,"54,035","Drama, Thriller",99,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
4113,Messiah,2020,7.6,"40,704","Drama, Mystery, Thriller",43,Series,TV0MA,10,Mild,Mild,Moderate,Mild,Mild
4114,Deep Rising,1998,6.1,"35,602","Action, Adventure, Horror",106,Film,R,0,Mild,Severe,Mild,Mild,Moderate
4115,Day of the Dead,1985,7.1,"66,401","Horror, Thriller",101,Film,Not Rated,0,None,Severe,Severe,Mild,Severe
4116,Your Place or Mine,1985,No Rate,No Votes,"Comedy, Romance",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4117,22 Jump Street,2014,7,"358,915","Action, Comedy, Crime",112,Film,R,0,Moderate,Moderate,Severe,Moderate,Mild
4118,Doctor Zhivago,1965,8,"72,957","Drama, Romance, War",197,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
4119,Terror Train,1980,5.8,"11,159","Horror, Mystery, Thriller",97,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
4120,Code 404,1980,6.3,"1,717","Action, Comedy, Crime",25,Series,None,13,No Rate,No Rate,No Rate,No Rate,No Rate
4121,Extinction,2018,5.8,"50,067","Action, Drama, Sci0Fi",95,Film,TV0MA,0,None,Moderate,Mild,None,Moderate
4122,The Last Picture Show,1971,8,"45,203","Drama, Romance",118,Film,R,0,Moderate,Mild,Mild,Mild,None
4123,Skam,1971,8.6,"30,748","Drama, Romance",30,Series,Not Rated,43,Moderate,Mild,Mild,Moderate,Mild
4124,The Insider,1999,7.8,"166,344","Biography, Drama, Thriller",157,Film,R,0,None,Mild,Moderate,Mild,Mild
4125,Kodachrome,2017,6.8,"14,642",Drama,105,Film,TV0MA,0,None,None,Moderate,Moderate,None
4126,The Dead Zone,1983,7.2,"66,644","Drama, Horror, Sci0Fi",103,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
4127,Tribes of Europa,1983,6.8,"10,729","Action, Adventure, Drama",None,Series,TV0MA,6,Moderate,Moderate,Mild,Mild,Moderate
4128,What Lies Beneath,2000,6.6,"121,865","Drama, Horror, Mystery",130,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
4129,The Hate U Give,2018,7.5,"33,758","Crime, Drama",133,Film,PG013,0,None,Moderate,Moderate,Mild,Severe
4130,Pale Rider,1985,7.3,"56,565","Drama, Western",115,Film,R,0,Mild,Severe,Mild,Mild,Moderate
4131,The Last Black Man in San Francisco,2019,7.3,"16,962",Drama,121,Film,R,0,Mild,Mild,Severe,Mild,Mild
4132,Distancia de rescate,2021,5.1,677,"Drama, Horror, Mystery",93,Film,R,0,Mild,No Rate,No Rate,No Rate,No Rate
4133,The Wrestler,2008,7.9,"297,304","Drama, Sport",109,Film,R,0,Severe,Severe,Moderate,Moderate,Moderate
4134,12 Strong,2018,6.6,"74,061","Action, Drama, History",130,Film,R,0,None,Severe,Moderate,Mild,Moderate
4135,Always Be My Maybe,2019,6.8,"51,053","Comedy, Romance",101,Film,PG013,0,Mild,Mild,Moderate,Moderate,None
4136,Magic Mike XXL,2015,5.6,"54,253","Comedy, Drama, Music",115,Film,R,0,Moderate,Mild,Severe,Moderate,None
4137,Attack the Block,2011,6.7,"104,078","Action, Adventure, Comedy",88,Film,R,0,Mild,Severe,Severe,Severe,Moderate
4138,Kung Fu,2011,5.3,"2,874","Action, Adventure, Drama",None,Series,TV014,14,Mild,Moderate,No Rate,No Rate,No Rate
4139,Inheritance,2020,5.5,"11,263","Drama, Mystery, Thriller",111,Film,TV0MA,0,None,Mild,Moderate,Mild,Moderate
4140,Deadly Illusions,2021,3.7,"11,038","Drama, Thriller",114,Film,R,0,Moderate,Moderate,Mild,Mild,Moderate
4141,Horrible Bosses 2,2014,6.3,"164,781","Comedy, Crime",108,Film,R,0,Moderate,Moderate,Severe,Mild,None
4142,The Fairly OddParents,2014,7.2,"36,564","Animation, Adventure, Comedy",30,Series,TV0Y7,159,Mild,Mild,Mild,None,Mild
4143,Kara Sevda,2014,7.3,"7,727","Drama, Romance",90,Series,TV014,74,Mild,Severe,Moderate,Moderate,Moderate
4144,Yumieui Sepodeul,2014,8.9,718,"Comedy, Romance",70,Series,None,14,No Rate,No Rate,No Rate,No Rate,No Rate
4145,The Conversation,1974,7.8,"106,092","Drama, Mystery, Thriller",113,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
4146,Star Trek: The Motion Picture,1979,6.4,"86,322","Adventure, Mystery, Sci0Fi",132,Film,G,0,None,Mild,Mild,None,Mild
4147,Funny Games,1997,7.6,"69,536","Crime, Drama, Thriller",108,Film,Not Rated,0,Mild,Severe,Mild,Mild,Severe
4148,Jungle,2017,6.7,"53,145","Action, Adventure, Biography",115,Film,R,0,Mild,Mild,Moderate,Mild,Moderate
4149,Poltergeist,2015,4.9,"56,692","Horror, Thriller",93,Film,PG013,0,Mild,Mild,Mild,Mild,Moderate
4150,Blair Witch,2016,5,"43,679","Horror, Mystery, Thriller",89,Film,R,0,None,Moderate,Severe,Mild,Severe
4151,Gwendoline,1984,5.3,"2,858","Action, Adventure, Comedy",105,Film,R,0,Moderate,Moderate,Mild,Mild,Mild
4152,Bride Wars,2009,5.5,"104,026","Comedy, Romance",89,Film,PG,0,Mild,None,Mild,Mild,None
4153,I Dream of Jeannie,2009,7.4,"14,582","Comedy, Family, Fantasy",30,Series,TV0G,139,None,None,None,None,None
4154,La Strada,1954,8,"60,963",Drama,108,Film,Not Rated,0,None,Mild,Mild,Moderate,Mild
4155,Beforeigners,1954,7.8,"7,612","Crime, Drama, Sci0Fi",45,Series,TV014,12,Moderate,Moderate,No Rate,Moderate,No Rate
4156,How to Train Your Dragon: The Hidden World,2019,7.5,"115,487","Animation, Action, Adventure",104,Film,PG,0,None,Mild,None,None,Mild
4157,I Love Lucy,2019,8.4,"23,300","Comedy, Family",30,Series,TV0G,181,None,None,None,Mild,None
4158,It's a Mad Mad Mad Mad World,1963,7.5,"39,857","Action, Adventure, Comedy",210,Film,G,0,None,Mild,None,Mild,None
4159,All the Money in the World,2017,6.8,"80,525","Biography, Crime, Drama",132,Film,R,0,Mild,Moderate,Mild,Moderate,Moderate
4160,Klaus,2019,8.2,"120,667","Animation, Adventure, Comedy",96,Film,PG,0,None,None,None,None,Mild
4161,Heavy Metal,1981,6.7,"33,533","Animation, Adventure, Fantasy",86,Film,R,0,Severe,Severe,Moderate,Moderate,Moderate
4162,The Wrong Missy,2020,5.7,"36,072","Comedy, Romance",90,Film,TV0MA,0,Moderate,Mild,Severe,Moderate,Mild
4163,Fences,2016,7.2,"103,351",Drama,139,Film,PG013,0,None,Mild,Moderate,Mild,Mild
4164,Warrior Queen,1987,3.3,779,Drama,79,Film,R,0,Moderate,Moderate,None,Mild,Mild
4165,Zombie Strippers!,2008,4.1,"18,110","Comedy, Horror, Sci0Fi",94,Film,R,0,Moderate,Severe,Severe,Moderate,Moderate
4166,Year One,2009,4.9,"95,446",Comedy,97,Film,PG013,0,Moderate,Moderate,Moderate,Mild,Mild
4167,Little Shop of Horrors,2009,No Rate,No Votes,"Comedy, Horror, Musical",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4168,Observe and Report,2009,5.8,"62,197","Comedy, Crime, Drama",86,Film,R,0,Severe,Moderate,Severe,Severe,Mild
4169,Taxi,2004,4.5,"41,434","Action, Comedy, Crime",97,Film,PG013,0,Moderate,Moderate,Moderate,Mild,None
4170,Species II,1998,4.4,"28,643","Action, Horror, Sci0Fi",93,Film,R,0,Severe,Severe,Moderate,Mild,Severe
4171,Shigatsu wa kimi no uso,1998,8.6,"22,719","Animation, Drama, Music",23,Series,TV0PG,23,Mild,Mild,Mild,Mild,Moderate
4172,Riviera,1998,6.7,"7,383","Drama, Thriller",60,Series,TV0MA,28,Moderate,Moderate,Mild,Moderate,Mild
4173,Paddington,2014,7.3,"105,614","Animation, Adventure, Comedy",95,Film,PG,0,None,Mild,None,Mild,Mild
4174,The Clovehitch Killer,2018,6.6,"22,808","Crime, Drama, Mystery",109,Film,Unrated,0,Moderate,Moderate,Mild,None,Moderate
4175,KiseijÃ»: Sei no kakuritsu,2018,8.3,"30,877","Animation, Action, Horror",22,Series,TV0MA,24,Moderate,Severe,Mild,Mild,Severe
4176,Breach,2020,3,"16,444","Action, Horror, Sci0Fi",92,Film,R,0,Severe,Severe,Severe,Moderate,Moderate
4177,Do lok tin si,1995,7.7,"33,181","Comedy, Crime, Drama",99,Film,Not Rated,0,Moderate,Moderate,Mild,Moderate,Mild
4178,Buffalo '66,1998,7.5,"51,663","Comedy, Drama, Romance",110,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
4179,A Room with a View,1985,7.3,"41,885","Drama, Romance",117,Film,Not Rated,0,Moderate,Mild,None,Mild,Mild
4180,The Rocketeer,1991,6.5,"55,673","Action, Adventure, Family",108,Film,PG,0,None,Mild,Mild,Mild,Mild
4181,Safe Haven,2013,6.7,"107,820","Drama, Romance, Thriller",115,Film,PG013,0,Mild,Mild,Mild,Mild,Moderate
4182,Cool Hand Luke,1967,8.1,"170,487","Crime, Drama",127,Film,GP,0,Mild,Mild,Mild,Mild,Moderate
4183,The Terminal Man,1974,5.7,"2,221","Horror, Sci0Fi, Thriller",107,Film,PG,0,None,None,None,None,None
4184,This Way Up,1974,7.8,"4,538",Comedy,25,Series,None,12,No Rate,No Rate,No Rate,No Rate,No Rate
4185,The Big Chill,1983,7.2,"35,267","Comedy, Drama",105,Film,R,0,Mild,None,Moderate,Moderate,Mild
4186,Curse of Chucky,2013,5.6,"36,923","Adventure, Comedy, Fantasy",97,Film,R,0,Mild,Severe,Moderate,Mild,Moderate
4187,RoboCop,2014,6.1,"221,688","Action, Crime, Sci0Fi",117,Film,PG013,0,Mild,Moderate,Moderate,Mild,Moderate
4188,Jack Whitehall: Travels with My Father,2014,7.6,"4,867","Documentary, Comedy",30,Series,TV0MA,18,Mild,None,Severe,Mild,None
4189,Serenity,2019,5.4,"39,075","Drama, Mystery, Thriller",106,Film,R,0,Moderate,Mild,Moderate,Mild,Mild
4190,Come from Away,2021,8.8,"1,571","Comedy, Drama, Musical",106,Film,TV014,0,None,None,Moderate,Mild,None
4191,Neighbors,2014,6.3,"298,106",Comedy,97,Film,R,0,Severe,Mild,Severe,Severe,None
4192,The Rhythm Section,2020,5.4,"15,846","Action, Drama, Mystery",109,Film,R,0,Mild,Moderate,Moderate,Moderate,Moderate
4193,DCI Banks,2020,7.6,"6,723","Crime, Drama, Mystery",45,Series,TV014,32,Severe,Moderate,Mild,Moderate,Moderate
4194,The Lone Ranger,2013,6.4,"227,651","Action, Adventure, Western",150,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
4195,Yeoshingangrim,2013,8.1,"4,064","Comedy, Drama, Romance",70,Series,TV0Y,16,None,Mild,None,Mild,Mild
4196,Speed Racer,2008,6,"71,302","Action, Adventure, Comedy",135,Film,PG,0,None,Mild,Mild,None,Mild
4197,The Beach Bum,2019,5.5,"20,683",Comedy,95,Film,R,0,Severe,Mild,Severe,Severe,Mild
4198,American Pie 2,2001,6.4,"247,420",Comedy,108,Film,R,0,Severe,Mild,Severe,Moderate,None
4199,Agatha Raisin,2001,7.3,"3,744","Comedy, Drama, Mystery",60,Series,Not Rated,20,Moderate,Moderate,Mild,Mild,Moderate
4200,Battlestar Galactica,2001,7.2,"14,802","Action, Adventure, Sci0Fi",60,Series,TV0PG,21,No Rate,No Rate,None,No Rate,No Rate
4201,Y: 1883,2001,No Rate,No Votes,"Drama, Western",None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
4202,Sesame Street,2001,8.1,"12,941","Animation, Adventure, Comedy",55,Series,TV0Y,2257,None,None,None,None,Mild
4203,Episodes,2001,7.8,"34,233",Comedy,30,Series,TV0MA,41,Moderate,None,Severe,Mild,No Rate
4204,Above Suspicion,2019,5.6,"4,689","Action, Biography, Crime",104,Film,R,0,Mild,Severe,Moderate,Severe,Moderate
4205,Killer Joe,2011,6.7,"75,709","Crime, Drama, Thriller",102,Film,Unrated,0,Severe,Severe,Severe,Moderate,Severe
4206,"Legally Blonde 2: Red, White & Blonde",2003,4.8,"64,245",Comedy,95,Film,PG013,0,None,None,Mild,None,None
4207,DC League of Super0Pets,2022,No Rate,No Votes,"Animation, Action, Adventure",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4208,King Kong,1976,5.9,"31,536","Adventure, Horror",134,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
4209,G.I. Jane,1997,6,"77,700","Action, Drama, War",125,Film,R,0,Mild,Moderate,Moderate,Mild,Mild
4210,The Fountain,2006,7.2,"234,133","Drama, Mystery, Romance",97,Film,PG013,0,Mild,Moderate,Mild,None,Moderate
4211,Dinner for Schmucks,2010,5.9,"104,056",Comedy,114,Film,PG013,0,Moderate,Mild,Moderate,Mild,Mild
4212,Mortal Kombat Legends: Battle of the Realms,2021,6.6,"4,097","Animation, Action, Adventure",80,Film,R,0,None,Severe,Moderate,None,Moderate
4213,The Return of the Texas Chainsaw Massacre,1994,3.3,"21,413","Comedy, Horror, Thriller",87,Film,R,0,Mild,Mild,Severe,Mild,Moderate
4214,Madeo,2009,7.8,"58,858","Crime, Drama, Mystery",129,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
4215,Get Shorty,1995,6.9,"80,782","Comedy, Crime, Thriller",105,Film,R,0,Mild,Moderate,Severe,Moderate,None
4216,The Flower of Evil,2020,8.7,"4,889","Crime, Mystery, Romance",70,Series,None,17,No Rate,No Rate,No Rate,No Rate,No Rate
4217,I Am Mother,2019,6.7,"83,654","Drama, Mystery, Sci0Fi",113,Film,TV014,0,None,Moderate,Mild,None,Mild
4218,Den 12. mann,2017,7.4,"23,841","Drama, History, Thriller",135,Film,Unrated,0,None,Severe,None,Mild,Severe
4219,Staten Island Summer,2015,5.6,"6,942","Comedy, Drama",108,Film,R,0,Mild,Mild,Severe,Severe,None
4220,V/H/S Viral,2014,4.2,"15,950","Horror, Thriller",81,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
4221,Little Monsters,1989,6.1,"12,406","Adventure, Comedy, Family",100,Film,PG,0,Mild,Moderate,Moderate,Mild,Moderate
